Year,North_America_Temperature
193211,-1.69
193212,-1.32
193301,0.32
193302,-2.06
193303,-0.12
193304,-0.51
193305,0.00
193306,0.40
193307,0.11
193308,0.14
193309,0.51
193310,-0.60
193311,-0.69
193312,-2.59
193401,0.69
193402,0.61
193403,-0.34
193404,0.90
193405,1.01
193406,0.19
193407,0.30
193408,-0.28
193409,-0.78
193410,0.77
193411,1.13
193412,0.05
193501,-1.22
193502,2.01
193503,-0.46
193504,-0.81
193505,-1.01
193506,-0.44
193507,0.62
193508,-0.15
193509,-0.20
193510,-0.50
193511,-1.69
193512,-0.29
193601,-1.77
193602,-5.18
193603,0.66
193604,-1.00
193605,0.73
193606,0.54
193607,1.12
193608,0.66
193609,0.12
193610,-0.78
193611,-0.33
193612,-0.35
193701,-1.43
193702,-0.68
193703,-0.43
193704,0.14
193705,0.68
193706,0.64
193707,0.34
193708,0.52
193709,0.48
193710,0.29
193711,0.10
193712,-0.58
193801,0.67
193802,-0.32
193803,1.55
193804,0.01
193805,0.13
193806,0.19
193807,0.16
193808,0.25
193809,1.36
193810,1.61
193811,-0.31
193812,1.32
193901,1.53
193902,-2.83
193903,-1.12
193904,0.40
193905,0.76
193906,-0.15
193907,0.46
193908,0.25
193909,0.31
193910,-0.73
193911,0.69
193912,3.43
194001,-0.05
194002,0.71
194003,0.40
194004,0.51
194005,0.42
194006,-0.29
194007,0.18
194008,0.07
194009,1.02
194010,1.00
194011,-1.14
194012,1.33
194101,0.86
194102,1.32
194103,0.03
194104,1.08
194105,0.78
194106,0.30
194107,0.54
194108,0.05
194109,-0.39
194110,0.30
194111,0.32
194112,1.13
194201,2.19
194202,0.45
194203,1.17
194204,0.80
194205,0.30
194206,0.09
194207,-0.01
194208,0.00
194209,-0.23
194210,0.83
194211,-0.37
194212,-1.44
194301,-1.21
194302,1.51
194303,-1.82
194304,0.59
194305,-0.39
194306,-0.07
194307,0.29
194308,0.37
194309,-0.04
194310,0.75
194311,1.21
194312,1.16
194401,2.86
194402,0.58
194403,-1.12
194404,0.21
194405,0.86
194406,0.11
194407,-0.06
194408,0.14
194409,0.39
194410,0.98
194411,0.40
194412,0.59
194501,1.27
194502,1.20
194503,2.12
194504,-1.26
194505,-0.99
194506,-0.88
194507,-0.31
194508,0.16
194509,-0.34
194510,0.26
194511,-1.12
194512,-1.20
194601,0.72
194602,-0.79
194603,2.37
194604,1.18
194605,-0.30
194606,-0.18
194607,-0.10
194608,-0.22
194609,0.10
194610,-0.03
194611,-0.61
194612,-0.47
194701,0.03
194702,-0.72
194703,0.09
194704,-0.94
194705,-0.60
194706,-0.76
194707,0.13
194708,0.08
194709,0.12
194710,1.98
194711,-0.05
194712,1.04
194801,0.60
194802,-1.78
194803,-1.92
194804,-0.67
194805,0.23
194806,0.36
194807,0.07
194808,0.18
194809,0.66
194810,0.29
194811,0.48
194812,-0.72
194901,-0.65
194902,-2.36
194903,0.57
194904,0.49
194905,-0.12
194906,-0.24
194907,-0.11
194908,0.30
194909,0.01
194910,-0.09
194911,2.10
194912,-0.52
195001,-2.04
195002,-0.82
195003,-0.72
195004,-1.30
195005,-0.32
195006,-0.29
195007,-0.78
195008,-0.94
195009,-0.05
195010,0.46
195011,-1.07
195012,0.40
195101,-0.77
195102,-0.18
195103,-1.80
195104,-0.15
195105,0.53
195106,-0.74
195107,-0.02
195108,0.06
195109,-0.07
195110,-0.61
195111,-0.85
195112,-1.26
195201,-0.49
195202,0.88
195203,-0.73
195204,1.00
195205,0.36
195206,0.46
195207,0.02
195208,0.06
195209,0.32
195210,-0.01
195211,1.17
195212,1.93
195301,0.79
195302,1.83
195303,1.02
195304,0.08
195305,-0.06
195306,0.40
195307,0.17
195308,0.39
195309,0.38
195310,0.96
195311,1.72
195312,0.90
195401,-1.57
195402,2.86
195403,-0.16
195404,-1.01
195405,-0.55
195406,0.14
195407,0.32
195408,0.29
195409,0.39
195410,0.50
195411,1.92
195412,0.97
195501,1.08
195502,-1.43
195503,-1.64
195504,0.70
195505,0.28
195506,0.00
195507,0.41
195508,0.49
195509,0.02
195510,0.52
195511,-2.31
195512,-1.41
195601,0.31
195602,-1.17
195603,-0.63
195604,-0.74
195605,-0.26
195606,0.26
195607,-0.24
195608,-0.21
195609,-0.48
195610,0.00
195611,-0.09
195612,-0.44
195701,-0.97
195702,0.65
195703,0.84
195704,0.01
195705,-0.35
195706,-0.12
195707,0.12
195708,0.12
195709,0.30
195710,-0.39
195711,0.34
195712,1.02
195801,2.48
195802,-0.68
195803,0.52
195804,0.28
195805,0.75
195806,-0.21
195807,-0.07
195808,0.49
195809,0.23
195810,0.15
195811,0.28
195812,-0.49
195901,-0.88
195902,-0.31
195903,-0.26
195904,-0.24
195905,-0.32
195906,0.17
195907,-0.06
195908,-0.15
195909,-0.04
195910,-0.93
195911,-1.23
195912,2.28
196001,0.39
196002,0.33
196003,-2.24
196004,0.05
196005,0.23
196006,0.22
196007,0.16
196008,0.21
196009,0.43
196010,0.49
196011,0.20
196012,0.55
196101,0.61
196102,1.00
196103,0.11
196104,-1.02
196105,-0.31
196106,0.63
196107,0.08
196108,0.47
196109,-0.57
196110,-0.53
196111,-0.35
196112,-1.56
196201,-0.71
196202,-0.63
196203,-0.68
196204,-0.10
196205,-0.03
196206,-0.02
196207,-0.45
196208,0.18
196209,-0.19
196210,1.17
196211,0.92
196212,0.83
196301,-1.25
196302,0.13
196303,0.14
196304,0.72
196305,-0.03
196306,-0.03
196307,0.17
196308,0.17
196309,0.45
196310,2.16
196311,0.23
196312,-0.62
196401,1.03
196402,0.75
196403,-2.64
196404,-0.39
196405,0.08
196406,-0.34
196407,0.25
196408,-0.65
196409,-0.62
196410,0.14
196411,0.11
196412,-2.04
196501,-0.09
196502,-2.11
196503,-1.35
196504,0.38
196505,-0.09
196506,-0.75
196507,-0.51
196508,-0.46
196509,-1.44
196510,-0.08
196511,0.33
196512,1.15
196601,-2.72
196602,-0.52
196603,0.55
196604,-0.93
196605,-0.39
196606,-0.05
196607,0.43
196608,-0.35
196609,0.47
196610,-0.57
196611,-0.86
196612,-0.01
196701,0.64
196702,-1.24
196703,-0.48
196704,-0.81
196705,-1.09
196706,-0.24
196707,-0.41
196708,-0.10
196709,0.38
196710,-0.13
196711,0.37
196712,0.62
196801,-0.61
196802,-0.01
196803,1.60
196804,-0.17
196805,-0.61
196806,-0.27
196807,-0.47
196808,-0.88
196809,0.04
196810,0.49
196811,0.35
196812,-1.42
196901,-1.75
196902,0.31
196903,-1.33
196904,0.85
196905,0.05
196906,-0.77
196907,-0.20
196908,0.19
196909,-0.04
196910,-0.73
196911,0.31
196912,2.20
197001,-1.19
197002,0.74
197003,-0.48
197004,-0.54
197005,-0.27
197006,0.19
197007,0.07
197008,0.41
197009,-0.44
197010,-0.61
197011,-0.07
197012,-1.06
197101,-1.59
197102,0.16
197103,-0.79
197104,-0.24
197105,-0.29
197106,0.38
197107,-0.50
197108,0.03
197109,-0.06
197110,0.41
197111,-0.23
197112,-0.87
197201,-1.55
197202,-2.03
197203,-0.14
197204,-1.03
197205,0.07
197206,-0.29
197207,-0.87
197208,-0.11
197209,-1.11
197210,-1.27
197211,-0.81
197212,-1.93
197301,0.42
197302,-0.32
197303,1.74
197304,-0.46
197305,0.15
197306,0.16
197307,0.06
197308,0.37
197309,0.13
197310,0.83
197311,-0.78
197312,0.34
197401,-1.17
197402,-0.59
197403,-0.66
197404,-0.14
197405,-0.41
197406,0.05
197407,0.09
197408,-0.59
197409,-1.08
197410,-0.72
197411,0.69
197412,1.17
197501,-0.06
197502,-0.70
197503,-1.10
197504,-1.09
197505,0.34
197506,-0.05
197507,0.45
197508,-0.28
197509,-0.50
197510,0.05
197511,-0.20
197512,-0.47
197601,0.15
197602,1.04
197603,-0.36
197604,1.19
197605,-0.01
197606,-0.09
197607,-0.26
197608,-0.19
197609,0.24
197610,-1.30
197611,-0.07
197612,-0.98
197701,-0.27
197702,2.77
197703,1.33
197704,1.18
197705,1.19
197706,0.63
197707,0.09
197708,-0.23
197709,0.46
197710,0.49
197711,0.14
197712,-1.08
197801,-0.61
197802,-0.36
197803,-0.17
197804,0.24
197805,0.03
197806,-0.21
197807,-0.08
197808,-0.25
197809,0.22
197810,-0.20
197811,-0.58
197812,-0.56
197901,-1.58
197902,-4.29
197903,0.23
197904,-0.50
197905,-0.42
197906,-0.20
197907,0.33
197908,-0.23
197909,0.41
197910,0.64
197911,0.72
197912,1.59
198001,0.36
198002,0.99
198003,-0.20
198004,1.18
198005,0.90
198006,0.27
198007,0.47
198008,0.23
198009,-0.16
198010,0.00
198011,0.97
198012,-1.32
198101,3.81
198102,2.47
198103,2.50
198104,0.75
198105,0.35
198106,0.10
198107,0.34
198108,0.62
198109,0.23
198110,-0.43
198111,1.92
198112,0.94
198201,-3.11
198202,-0.81
198203,-0.19
198204,-1.30
198205,-0.04
198206,-0.57
198207,0.04
198208,-0.48
198209,-0.10
198210,-0.28
198211,-1.12
198212,1.08
198301,1.45
198302,1.23
198303,0.31
198304,-0.61
198305,-1.22
198306,0.02
198307,0.27
198308,1.03
198309,0.07
198310,0.11
198311,1.42
198312,-2.91
198401,0.12
198402,2.38
198403,0.29
198404,0.61
198405,-0.15
198406,0.22
198407,-0.01
198408,0.60
198409,-0.93
198410,-0.45
198411,-0.67
198412,-0.76
198501,1.10
198502,-1.61
198503,1.34
198504,0.28
198505,0.81
198506,-0.35
198507,-0.08
198508,-0.48
198509,-0.60
198510,-0.37
198511,-2.19
198512,0.09
198601,2.59
198602,0.97
198603,1.52
198604,0.35
198605,0.59
198606,0.07
198607,-0.20
198608,-0.23
198609,-0.43
198610,-0.19
198611,-1.63
198612,2.19
198701,2.79
198702,2.59
198703,0.83
198704,1.45
198705,0.82
198706,0.78
198707,0.16
198708,-0.24
198709,0.77
198710,0.07
198711,1.34
198712,2.27
198801,-0.17
198802,0.01
198803,1.35
198804,0.85
198805,0.69
198806,1.05
198807,0.57
198808,0.70
198809,0.02
198810,-0.21
198811,0.29
198812,0.62
198901,0.73
198902,-0.84
198903,-1.00
198904,0.85
198905,0.29
198906,0.29
198907,0.82
198908,0.42
198909,0.17
198910,0.05
198911,-0.92
198912,-1.34
199001,2.07
199002,-0.96
199003,2.08
199004,0.71
199005,-0.03
199006,0.76
199007,0.21
199008,0.39
199009,0.80
199010,-0.56
199011,-0.17
199012,-1.53
199101,-0.45
199102,2.67
199103,0.91
199104,1.18
199105,1.16
199106,0.76
199107,0.16
199108,0.74
199109,0.12
199110,-0.56
199111,-1.05
199112,0.97
199201,2.54
199202,1.56
199203,1.90
199204,0.08
199205,-0.17
199206,-0.38
199207,-0.96
199208,-0.73
199209,-1.00
199210,-0.32
199211,0.08
199212,-0.74
199301,0.75
199302,-0.38
199303,1.27
199304,0.47
199305,0.67
199306,-0.12
199307,-0.26
199308,0.16
199309,-0.56
199310,-0.27
199311,-0.57
199312,1.50
199401,-1.06
199402,-2.14
199403,1.78
199404,0.46
199405,0.63
199406,0.97
199407,0.49
199408,0.35
199409,0.59
199410,0.59
199411,0.46
199412,1.68
199501,2.12
199502,1.04
199503,0.45
199504,-0.01
199505,0.30
199506,0.72
199507,0.03
199508,0.62
199509,0.57
199510,0.27
199511,-0.72
199512,-0.16
199601,-1.47
199602,1.12
199603,-0.73
199604,-0.13
199605,-0.04
199606,0.73
199607,0.19
199608,0.19
199609,-0.14
199610,-0.99
199611,-1.27
199612,-0.14
199701,-0.20
199702,1.62
199703,0.00
199704,-0.74
199705,-0.36
199706,0.56
199707,0.40
199708,0.37
199709,1.26
199710,-0.48
199711,0.75
199712,2.27
199801,1.09
199802,3.59
199803,1.06
199804,1.84
199805,1.88
199806,0.71
199807,1.27
199808,1.20
199809,1.71
199810,0.91
199811,1.81
199812,1.53
199901,1.10
199902,2.64
199903,1.80
199904,1.20
199905,0.42
199906,0.45
199907,0.17
199908,0.67
199909,0.38
199910,0.03
199911,2.19
199912,2.08
200001,1.41
200002,3.21
200003,2.98
200004,0.55
200005,0.62
200006,0.06
200007,0.46
200008,0.52
200009,0.22
200010,0.36
200011,0.19
200012,-1.33
200101,3.17
200102,0.47
200103,0.92
200104,1.11
200105,1.03
200106,0.54
200107,0.58
200108,1.22
200109,1.13
200110,0.08
200111,2.19
200112,1.89
200201,2.34
200202,1.40
200203,-1.34
200204,-0.16
200205,-0.64
200206,0.99
200207,0.91
200208,0.29
200209,1.01
200210,-0.67
200211,1.26
200212,2.92
200301,1.99
200302,-0.25
200303,0.04
200304,0.68
200305,0.76
200306,0.29
200307,0.92
200308,1.34
200309,0.61
200310,1.62
200311,0.48
200312,2.00
200401,-0.54
200402,1.28
200403,1.76
200404,0.75
200405,-0.07
200406,0.25
200407,0.36
200408,-0.32
200409,0.25
200410,0.56
200411,1.45
200412,0.46
200501,1.07
200502,2.06
200503,1.41
200504,1.64
200505,0.61
200506,0.90
200507,0.81
200508,0.61
200509,1.17
200510,1.03
200511,1.51
200512,2.03
200601,4.06
200602,1.68
200603,1.29
200604,2.26
200605,1.49
200606,1.50
200607,1.28
200608,0.74
200609,0.58
200610,0.20
200611,-0.20
200612,3.10
200701,2.17
200702,-0.51
200703,1.07
200704,0.65
200705,0.76
200706,0.86
200707,1.15
200708,0.80
200709,0.58
200710,1.14
200711,1.11
200712,0.21
200801,0.91
200802,-0.12
200803,-0.09
200804,0.11
200805,0.26
200806,0.71
200807,0.38
200808,0.53
200809,0.36
200810,0.27
200811,1.41
200812,-1.21
200901,0.59
200902,1.20
200903,-0.31
200904,0.41
200905,-0.07
200906,0.19
200907,0.03
200908,0.24
200909,1.51
200910,-0.87
200911,2.11
200912,-0.20
201001,1.90
201002,1.73
201003,2.74
201004,2.52
201005,0.69
201006,1.09
201007,0.95
201008,1.32
201009,0.84
201010,1.49
201011,1.44
201012,0.71
201101,0.90
201102,0.17
201103,0.33
201104,0.16
201105,0.34
201106,0.81
201107,1.20
201108,1.39
201109,1.43
201110,1.21
201111,0.59
201112,2.47
201201,2.24
201202,2.99
201203,3.08
201204,1.76
201205,1.40
201206,1.50
201207,1.74
201208,1.33
201209,1.41
201210,0.11
201211,0.26
201212,0.60
201301,1.54
201302,1.49
201303,0.22
201304,-1.17
201305,0.51
201306,1.39
201307,0.52
201308,0.99
201309,1.40
201310,1.02
201311,0.05
201312,-1.63
201401,1.82
201402,-0.94
201403,-0.95
201404,0.00
201405,0.79
201406,0.91
201407,0.52
201408,0.86
201409,0.76
201410,1.40
201411,-0.66
201412,2.48
201501,1.87
201502,-0.49
201503,1.87
201504,1.24
201505,1.08
201506,1.47
201507,0.63
201508,0.82
201509,1.52
201510,1.41
201511,1.94
201512,3.19
201601,3.33
201602,3.08
201603,3.09
201604,1.28
201605,1.35
201606,1.69
201607,1.25
201608,1.29
201609,1.40
201610,1.32
201611,3.58
201612,0.42
201701,3.15
201702,3.21
201703,1.22
201704,1.21
201705,1.01
201706,1.12
201707,1.19
201708,0.74
201709,1.42
201710,1.33
201711,0.76
201712,1.61
201801,1.82
201802,0.53
201803,1.50
201804,-0.75
201805,1.88
201806,1.25
201807,1.17
201808,0.78
201809,0.30
201810,-0.17
201811,-0.12
201812,2.27
201901,1.60
201902,-0.92
201903,1.64
201904,1.18
201905,0.43
201906,0.69
201907,1.04
201908,0.83
201909,1.73
201910,0.25
201911,0.85
201912,1.71
202001,2.15
202002,1.22
202003,1.37
202004,0.07
202005,0.58
202006,0.98
202007,1.34
202008,1.49
202009,0.74
202010,-0.04
202011,1.49
202012,2.62
202101,3.91
202102,-1.35
202103,1.97
202104,0.76
202105,0.35
202106,2.01
202107,1.22
202108,1.18
202109,1.59
202110,2.13
202111,1.67
202112,1.42
202201,0.65
202202,-0.41
202203,1.39
202204,-0.09
202205,0.86
202206,1.35
202207,1.43
202208,1.61
202209,2.04
202210,1.53
202211,0.38
